id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status;adgangsadressebetegnelse;antAdresser
00a46ed3-eb5e-4306-a6f9-e01d50f3c6b6;cd8b314c-dd7f-4e70-845a-82e1153d4bd8;2488847;333;564;;735;0;1857;2006;1;;90;POINT(710191.9 6097824.61);5;6;Søndersti 3A, 4780 Stege;8
00aa69f0-309e-45a2-bc9b-585d3f24e48a;0a3f5085-a228-32b8-e044-0003ba298018;2492509;120;64;110;;0;1910;;7;1;80;POINT(709481.1 6097341.33);5;6;Vestervej 1, Lendemarke, 4780 Stege;1
00aab8aa-2a97-4e87-9b45-30970c9223ab;0a3f5087-3484-32b8-e044-0003ba298018;2110874;120;85;109;;0;1887;1968;2;7;;POINT(688349.87 6102769.56);5;6;Kallevadvej 12, 4760 Vordingborg;1
00ae9874-caaa-4bdc-b66e-9f5416158b78;0a3f5087-4265-32b8-e044-0003ba298018;2117776;441;551;;551;79;1980;;1;;;POINT(686179.39 6100255.3);5;6;Prins Jørgens Alle 75, 4760 Vordingborg;1
00aeee25-40c2-49ba-b366-529e2e1d53d3;0a3f5087-402d-32b8-e044-0003ba298018;2120559;120;96;96;;0;1958;;1;;;POINT(684236.78 6099188.82);5;6;Orevej 86, 4760 Vordingborg;1
00b3066b-9872-4909-babd-f5f90ea5d13c;0a3f5087-4eaf-32b8-e044-0003ba298018;2111602;130;227;184;;0;1890;1986;7;1;;POINT(689730.52 6103648.64);5;6;Ørslevvej 125, 4760 Vordingborg;2
00b37482-12ef-4a6c-9be5-9e1fa857a432;0a3f5085-a402-32b8-e044-0003ba298018;2492703;120;64;110;;0;1940;;3;4;3;POINT(709726.52 6097105.27);5;6;Østervej 6, Lendemarke, 4780 Stege;1
00b495dd-6768-40fd-811a-b4ef13edd595;0a3f5085-8b77-32b8-e044-0003ba298018;2482810;210;158;84;129;0;1876;;7;1;90;POINT(703312.41 6087879.4);5;6;Hårbøllevej 62, Hårbølle, 4792 Askeby;0
00b571e4-c049-4a4b-ab46-0b64c833f67b;0a3f5085-681e-32b8-e044-0003ba298018;540803;313;99;;99;0;1959;;9;;;POINT(694264.82 6098563);5;6;Vordingborgvej 93, 4773 Stensved;1
00b5a3fd-c5a1-49dd-b3fd-8be19c8bbc1a;0a3f5085-8563-32b8-e044-0003ba298018;2480437;323;35;;35;0;1950;1965;9;;;POINT(717601.53 6099685.2);5;6;Elmelundevej 6, Elmelunde, 4780 Stege;0
00b9fa74-4ef0-400a-999c-5d6fa89ab57b;0a3f5085-5bb7-32b8-e044-0003ba298018;539746;120;53;72;;0;1900;;2;3;2;POINT(698810.51 6102442.89);5;6;Bakkekammen 6, Balle, 4735 Mern;1
00b9fdf2-48d9-4966-b4b5-7941edc76872;0a3f5087-398e-32b8-e044-0003ba298018;2113943;210;139;;139;0;1959;;9;;;POINT(680539.5 6110620.21);5;6;Køng Kirkevej 6, 4750 Lundby;0
00ba2eb4-b979-4035-94fb-4f8acd83f30f;0a3f5087-43de-32b8-e044-0003ba298018;2117766;140;244;244;;0;1981;;1;;;POINT(686284.6 6100206.32);5;6;Rørosvej 71, 4760 Vordingborg;4
00bab93e-234c-4949-b386-3f8ab898ac14;0a3f5087-3035-32b8-e044-0003ba298018;2110679;211;316;;316;0;1930;1962;9;;;POINT(689093.71 6100101.97);5;6;Græsbjergvej 23, 4760 Vordingborg;0
00bc7574-9ab1-4e1a-85a1-0a6f170672be;0a3f5085-82f3-32b8-e044-0003ba298018;2476694;412;240;;250;0;1852;;9;;;POINT(695471.14 6090035.4);5;6;Bogø Hovedgade 36, 4793 Bogø By;1
00bd3209-c0e1-4dc9-9cb6-cc5b801ed35d;0a3f5085-9e27-32b8-e044-0003ba298018;2486753;120;89;129;;0;1925;;2;3;90;POINT(722696.95 6096888.44);5;6;Søndre Landevej 124, Busemarke, 4791 Borre;1
00c2626e-c782-4380-b3ff-88c3755a0965;0a3f5085-8bd6-32b8-e044-0003ba298018;2477994;120;189;269;;0;1840;1998;7;1;2;POINT(709183.86 6092854.55);5;6;Jættestuevej 2, Hjelm, 4780 Stege;1
00c2d93d-57a0-4d11-8797-033d1051dcff;0a3f5087-4460-32b8-e044-0003ba298018;2114236;510;66;66;;0;1969;;7;1;;POINT(673591.48 6111281.57);5;6;Sandvigbakken 1, 4750 Lundby;1
00c51d90-55cb-4c94-b916-2a82c954cfac;0a3f5085-86d3-32b8-e044-0003ba298018;2483167;217;434;;434;0;1980;;9;;;POINT(705649.97 6089017.68);5;6;Fanefjord Skovvej 3, Houmarken, 4792 Askeby;0
00c96627-bab0-48c8-a7fe-f708349c600d;0a3f5086-6e01-32b8-e044-0003ba298018;1316059;510;92;89;;0;2006;;7;1;2;POINT(702177.32 6110695.46);5;6;Slåenvej 3, Bønsvig Str, 4720 Præstø;1
00ca9f01-026f-44b7-a15f-a7b9a947f827;0a3f5087-45f4-32b8-e044-0003ba298018;2116390;314;125;;125;0;1960;;9;;;POINT(686322.02 6099568.71);5;6;Slotsgade 19, 4760 Vordingborg;0
00cacf3b-1be9-4e26-b9f4-23921ff40b82;0a3f5085-a26f-32b8-e044-0003ba298018;2483187;210;50;;50;0;2006;;9;;;POINT(705226.86 6088434.38);5;6;Vindebæk Kobbelvej 8, Vindebæk Kbl, 4792 Askeby;0
00cd29fa-63c7-46cd-8e32-d7c73cd83c74;0a3f5086-6eff-32b8-e044-0003ba298018;1316637;120;126;153;;0;1906;1983;7;1;;POINT(700884.93 6108665.2);5;6;Stavreby Strandvej 50, 4720 Præstø;1
00d00063-96ce-4f26-84b6-0e4bfb92ed9a;0a3f5087-40f1-32b8-e044-0003ba298018;2574655;120;48;48;;0;1880;;5;1;2;POINT(685445.16 6106930);5;6;Over Vindingevej 56, 4760 Vordingborg;1
00d2195d-40d3-4b1b-b7ec-c77b9b9553cc;0a3f5087-3d87-32b8-e044-0003ba298018;2116399;333;249;;368;115;1945;1983;7;1;;POINT(686523.38 6099171.94);5;6;Nordhavnsvej 32, 4760 Vordingborg;1
00d3422a-6f81-4275-b2dc-c84a5b781951;0a3f5086-63a2-32b8-e044-0003ba298018;1317744;120;114;202;;0;1971;;2;7;;POINT(694848.8 6112032.81);5;6;Christinelundsvej 7, 4720 Præstø;1
00d3dc0c-e9f9-461f-bc06-2ee4c419c77c;0a3f5085-9e72-32b8-e044-0003ba298018;2489892;210;234;;234;0;1915;;9;;90;POINT(710164.53 6102711.02);5;6;Teglværksvej 4, Hegnede, 4780 Stege;0
00d576bf-23a8-4b4c-96e6-4daed3b70a84;0a3f5086-6446-32b8-e044-0003ba298018;1317488;313;230;;230;0;1939;;9;;;POINT(693435.16 6110670.19);5;6;Egestræde 4, Skibinge, 4720 Præstø;0
00d8b3eb-6622-4358-9411-0e6105fba0c3;0a3f5085-98f9-32b8-e044-0003ba298018;2494126;585;16;16;;0;1980;2001;7;1;;POINT(709098.6 6105016.79);5;6;Sandvejen 38, Ulvshale, 4780 Stege;0
00da2091-b571-4fca-886b-a4617ebd0bff;0a3f5086-6727-32b8-e044-0003ba298018;1317100;120;120;165;;0;1777;1999;2;4;90;POINT(699640.74 6110680.34);5;6;Jungshovedvej 39A, 4720 Præstø;1
00dc2ca3-7b82-4f09-95b8-951d5eae1c3a;0a3f5085-9e4c-32b8-e044-0003ba298018;2488959;120;159;159;;0;1971;;1;;5;POINT(709638.87 6099082.21);5;6;Søvænget 7, 4780 Stege;1
00e1b839-6afa-4a53-805d-d261a2efd69e;0a3f5087-48b7-32b8-e044-0003ba298018;2114976;210;78;;78;0;1877;;9;;;POINT(685887.77 6111249.26);5;6;Svendsbjergvej 9, 4750 Lundby;0
00e2eb1c-8028-4379-9ed1-e05f8ed8aa7a;0a3f5085-92bc-32b8-e044-0003ba298018;2490139;120;68;111;;0;1825;1971;7;1;;POINT(710048.22 6095535.28);5;6;Mathildevej 5, Bissinge, 4780 Stege;1
00e7aeac-4b10-4813-87a8-84e10b016884;0a3f5085-9785-32b8-e044-0003ba298018;2480031;210;276;;276;0;1938;1961;9;;90;POINT(704031.99 6094008.47);5;6;Røddingevej 4, St Lind, 4780 Stege;0
00e82012-2ff9-4400-b6ff-6b08675c3e95;0a3f5085-9ed5-32b8-e044-0003ba298018;2492276;120;128;128;;0;1968;;1;;90;POINT(709112.18 6097173.68);5;6;Terpsvej 7, Lendemarke, 4780 Stege;1
00e95b12-1fbd-42c7-a4ac-c08ab90da23e;0a3f5086-6317-32b8-e044-0003ba298018;1317827;210;1200;;1900;0;1960;;2;3;;POINT(694568.9 6110716.79);5;6;Bæk 4, 4720 Præstø;0
00eceb16-d97c-4c5b-ad14-73e564e6de1a;0a3f5087-2c25-32b8-e044-0003ba298018;2114840;217;250;;250;0;1985;;9;;;POINT(683811.36 6110007.85);5;6;Espelund 5, 4750 Lundby;0
00edc5a7-a65c-4871-82ed-3c673b877a90;0a3f5085-8aa6-32b8-e044-0003ba298018;2485680;120;123;139;;0;1950;;2;3;;POINT(715709.32 6096475.84);5;6;Hovgårdsvej 5, Pollerup, 4780 Stege;1
00f04aaf-9cc4-42a5-861a-70610e392d51;3cae7253-0c9b-0f90-e044-0003ba298018;2114686;130;218;208;;0;2012;;2;7;90;POINT(682689.97 6110533.26);5;6;Lundby Hovedgade 18A, 4750 Lundby;2
00f40de5-87ae-45e3-8564-4859a704cc69;0a3f5087-476e-32b8-e044-0003ba298018;2118701;223;144;;144;0;1999;;2;3;;POINT(685020.92 6100926.57);5;6;Stokkedrevet 9, 4760 Vordingborg;1
00f55ba6-12b5-4cc9-a943-4f1f403aa0eb;0a3f5085-9185-32b8-e044-0003ba298018;2480455;410;366;;466;0;1085;1700;7;1;;POINT(717525.34 6099532.86);5;6;Leonora Christines V 1, Elmelunde, 4780 Stege;0
00f55ff6-4079-4042-90fa-5b0350ca7dc4;0a3f5087-2a49-32b8-e044-0003ba298018;2115215;120;91;109;;0;1914;1985;3;4;;POINT(683604.25 6106455.25);5;6;Dalkærvej 33, 4760 Vordingborg;1
00f5ed73-ff8e-4b27-b7af-9e320de40089;0a3f5085-6412-32b8-e044-0003ba298018;541199;223;97;;97;0;1973;1984;2;3;;POINT(693850.28 6098916.52);5;6;Skovhusevej 13A, 4773 Stensved;0
00fa8261-25dc-4334-b0c3-9befeb63fd30;434b5797-c60c-6fdf-e044-0003ba298018;2698527;120;128;104;;0;1900;1968;7;1;;POINT(717495.36 6097043.39);5;6;Råby Søvej 8, Råbylille, 4780 Stege;1
00fee2e0-9d98-45d5-a91f-09cb4ab0ad99;0a3f5087-4e4e-32b8-e044-0003ba298018;2116896;120;122;184;;0;1898;1985;7;1;2;POINT(691574.44 6095995.79);5;6;Ørnehøjgårdsvej 4, 4760 Vordingborg;1
00ff1aa6-70f6-439c-a0e1-2d327c762ade;0a3f5087-2bf9-32b8-e044-0003ba298018;2120195;510;54;54;;0;1980;;7;1;;POINT(683676.04 6099315.27);5;6;Enebærvej 7, 4760 Vordingborg;1
01002042-70a5-48fa-a2bb-05707ead7874;0a3f5086-6c4d-32b8-e044-0003ba298018;1317609;110;160;267;;15;1875;2013;2;4;;POINT(692972.68 6110458.48);5;6;Ronesbanke 12B, Skibinge, 4720 Præstø;1
01020240-c85f-46c7-9f02-d69bf92a4a9b;0a3f5085-8ee5-32b8-e044-0003ba298018;2486136;120;57;73;;0;1925;;3;4;;POINT(712814 6101514);5;6;Klostervej 35, Spejlsby, 4780 Stege;1
01028efd-a0f6-479a-bedc-12289a1dbf8b;0a3f5086-68bb-32b8-e044-0003ba298018;1315172;222;356;;356;0;1972;1976;2;7;;POINT(688119.95 6112662.43);5;6;Lundbyvej 4, Bårse, 4720 Præstø;1
0104ac12-73f0-4cb5-8e94-ed2a61221748;0a3f5085-6434-32b8-e044-0003ba298018;542575;219;60;;60;0;1900;;9;;;POINT(698275.56 6102949.64);5;6;Skovlinien 5, 4735 Mern;0
0104df8b-ff3e-41b0-89c0-b26b40e2f2f1;0a3f5087-491a-32b8-e044-0003ba298018;2113357;232;41;;41;0;1970;;7;1;;POINT(677666.54 6111610.37);5;6;Svinøvej 75, 4750 Lundby;1
01056c8b-41f8-4f98-8f62-9a19f5d66dbb;0a3f5087-32c6-32b8-e044-0003ba298018;2119365;120;148;148;;0;1973;;2;7;;POINT(689242.93 6099276.9);5;6;Hjortevænget 7, 4760 Vordingborg;1
01083613-c488-4dbb-a09e-a91e23718030;0a3f5085-6882-32b8-e044-0003ba298018;542842;120;100;100;;0;1970;;2;7;;POINT(695113.44 6104462.41);5;6;Æblevej 10, 4735 Mern;1
010add0c-214f-4a6d-bd61-6fd45d19dc4c;0a3f5086-7050-32b8-e044-0003ba298018;1318484;140;219;384;;0;1907;2007;2;3;;POINT(694154.09 6112778.43);5;6;Torvet 18, 4720 Præstø;5
0112a3c1-82c7-4c29-b61f-77d65049dbf8;0a3f5085-89e2-32b8-e044-0003ba298018;2478028;120;150;172;;0;1862;;5;1;2;POINT(708583.08 6090996.81);5;6;Hjelmgårdsvej 2, Hjelm, 4780 Stege;1
0113a0a9-5b95-4a03-8c26-1bca1bf58fe1;0a3f5085-6804-32b8-e044-0003ba298018;540799;110;101;161;;0;1948;;5;1;;POINT(694401.02 6098533.02);5;6;Vordingborgvej 52, 4773 Stensved;1
01166986-b524-40bd-a541-085861533e0b;0a3f5087-46e2-32b8-e044-0003ba298018;2110470;210;1005;;1005;0;1998;;9;;;POINT(686321.62 6110184.9);5;6;Spangsvej 45, Grumløse, 4750 Lundby;0
011abdba-5c11-4927-8e3f-bb15b0aee2de;0a3f5085-609e-32b8-e044-0003ba298018;540689;120;86;97;;0;1946;;2;3;;POINT(697705.61 6098841.62);5;6;Langebæk Gade 2, 4772 Langebæk;1
