id_lokalId;husnummer;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status
8a4793db-f5ec-4b6a-9c61-2f871e3970fc;0a3f5090-4aaa-32b8-e044-0003ba298018;140;1342;1342;;1955;2002;1;;;POINT(529607.51 6150885.24);5;6
