ERHV_ARL_SAML;Bygning_id;BYG_ARL_SAML;BYG_ANVEND_KODE;OMBYG_AAR;OPFOERELSE_AAR;ESREjdNr;BYG_BOLIG_ARL_SAML;HasPdf;EnergyLabelClassification;StreetName;EnergyLabelTypeBasedOn;HouseNumber;EntityIdentifier;BuildingNumber;IsHidden;SubmitterConsultantName;Wgs84Latitude;BBRUseCode;CityName;DEMOLink;HasXML;IsMixedUsage;YearOfConstruction;LabelStatus;MunicipalityNumber;ZipCode;EnergyLabelSerialIdentifier;Wgs84Longitude;PropertyNumber;SchemaVersion;SubmitterCompanyIdentifier;HeatSupply;ValidTo;SubmitterCompanyName;LabelStatusCode;EnergyLabelTypeUsage;ValidFrom
0;8a4793db-f5ec-4b6a-9c61-2f871e3970fc;1342;140;2002;1955;100254;1342;True;D;Nørremarksvej;CalculatedConsumption;2;311008368;1, 2, 3;False;Fayha Fadhil;55.5031626525982;140;Kolding;https://emoweb.dk/emodigital/emodigital.svc/PdfDocument/311008368;True;False;1955;VALID;621;6000;311008368;9.4687384384457;100254;1.0.16;600146;DistrictHeat;2023-07-11;Botjek Center Sønderjylland;1;MultiFamily;2013-07-11
